id,author,page,text,rate,reply_to,created_at,updated_at,user_id,category,published
1161,ارسلان,qeshm-air,کاش کسی برای این دزدی در روز روشن پاسخگو باشه... مسافران بی دلیل در گیت بازرسی معطل میشن وهیچکس پاسخگوی جاموندنشون از پرواز نیست.وجالبه مدیریت میندازه گردن کادر بازرسی و اونها بالعکس .با اعصاب زمان و جیب مردم بازی میکنین.متاسفمبرای انسانیتی که درشما ازبین رفته,1,,2020-09-11 13:27:24.468009,2020-09-11 13:27:24.468009,1416566,1,t
1162,پیام,sepehran,"",4,,2020-09-11 16:13:55.937023,2020-09-11 16:13:55.937023,1416716,1,t
1163,پیام,sepehran,"بسیار پرسنل خوب و خوش برخوردی بودن ، مخصوصا ایستگاه مشهد
در موقع سوار  شدن به هواپیما  بخاطر تاخیر پرواز از مسافران  عذر خواهی میکردن و خیلی اهمیت میدادند ؛خدایی دمشون گرم!!!",4,,2020-09-11 16:20:24.007968,2020-09-11 16:20:24.007968,1416716,1,t
1164,"",ghasedak,"",,,2020-09-12 11:30:20.592836,2020-09-12 11:30:20.592836,1417666,2,t
1165,وحید,meraj,پرواز تهران مشهد سروقت و با آرامش پرواز کرد.. هواپیما های معراج همگی جدید هست..خلبان و مهمانداران بسیار ماهر بودند,5,,2020-09-14 12:50:11.442519,2020-09-14 12:50:11.442519,1420050,1,t
1166,"",iran-air,این شرکت ایران ایرتور تا حالا پروازی بدون تاخیر هم داشته، ,1,,2020-09-14 15:07:37.922575,2020-09-14 15:07:37.922575,1420168,1,t
1167,"",varesh,"اصلا خوب نبود برخورد بد مهماندارن و تکانهای شدید
",,,2020-09-14 22:38:42.646641,2020-09-14 22:38:42.646641,1420593,1,t
1168,"",mahan,"بسیار عالی و برخورد خدمه پرواز عالی کاپتان فقط حسن پور
",,,2020-09-14 22:44:08.464439,2020-09-14 22:44:08.464439,1420593,1,t
1169,"",zagros,تیکاف و لندینگش بسیار مزخرف هستش و خیلی کلا پرواز با دلهره ای هستش,,,2020-09-14 22:55:25.378507,2020-09-14 22:55:25.378507,1420593,1,t
1170,علی,caspian,به معنی واقعی افتضاح افتضاح واقعا متاسفم که با این پرواز سفر کردم,,,2020-09-14 23:05:07.840274,2020-09-14 23:05:07.840274,1420593,1,t
1171,"",saha,"",,,2020-09-14 23:28:54.233807,2020-09-14 23:28:54.233807,1261191,1,t
1172,کیانوش,mahan,"سلام
من سفر زیاد میکنم شاید هفته ای 2 مرتبه رفت و برگشت واز پروازهای شرکتهای دیگه علی الخصوص ایران ایر هم زیاد استفاده میکنم بدون اغراق میگم بهترین ناوگان هوائی مسافریو تو ایران ماهان داره با تشکر از مسئولین و همه کارکنان این شرکت",5,,2020-09-14 23:35:15.700164,2020-09-14 23:35:15.700164,1261191,1,t
1173,مانا,iran-air,"سلام 
بنده یک سفر خارجی به مقصد پاریس با ایران ایر داشتم ، اولا پرواز با تاخیر نیم ساعته انجام شد که زیاد تاخیر طولانی نبود 
 برخورد مهماندار افتضاح بود و طلبکارانه رفتار میکرد که با توجه به ایرلاین های دیگر دنیا واقعا جای تاسف داشت ، کیفیت غذا افتضاح بود جوری که نتونستم بخورم ، صندلی ها ناراحت بودند و کمر درد گرفتم و سرگرمی داخل پروازی هم که بسیار بد بود ، هواپیما بسیار کهنه و صدا میداد و واقعا ترسیدم  خلاصه که تجربه بسیار بدی بود و اصلا توصیه نمی کنم ، دیگه سوار این ایرلاین نمی شم مگر اینکه مجبور شم ، امیدوارم این ایرلاین فکری به حال هواپیما ها ، مهمانداران و کیفیت پروازیش بکنه ، با تشکر ",2,,2020-09-15 11:19:59.590812,2020-09-15 11:19:59.590812,1421051,1,t
1174,مانا,mahan,"سلام 
بنده یک سفر خارجی به مسکو داشتم ، هواپیما کهنه بود ، برخورد مهمانداران خیلی خوب بود ، پرواز بدون تاخیر انجام شد ، سرگرمی داخل پرواز بسیار بد بود ، کیفیت صبحانه واقعا بد بود جوری که نتونستم بخورم ، دسته صندلی جلویی شکسته بود و صندلی ها ناراحت بودند ، این ایرلاین خیلی بهتر از ایران ایر هست و واقعا اگر خواستید بلیط  ایران ایر یا ماهان ایر بخرید قطعا ماهان ایر بخرید اما در کل ماهان هم زیاد خوب نیست اما در بین ایرلاین های دیگه ایرانی بد نیست  ، امیدوارم کیفیت این ایرلاین بهتر شه ، با تشکر ",2,,2020-09-15 11:28:34.81432,2020-09-15 11:28:34.81432,1421051,1,t
1175,مجتبی حیدری,taban,بی نظم ترین شرکت هواپیمایی که فقط منافع شرکت مهم هست نه مسافرپروازاصفهان تهران۱۶:۱۰ساعت پروازبودولی تا تمام بلیط فروش نرفت پروازت می کنه,1,,2020-09-15 11:38:55.639042,2020-09-15 11:38:55.639042,1421068,1,t
1176,مانا,Qatar Airways,"سلام 
بنده یک سفر خارجی به مقصد آنکارا با توقف در دوحه داشتم ،
 صندلی ها بسیار راحت و نرم و فاصله ی جلوی آن ها عالی بود ، برخورد مهمانداران واقعا عالی بود ، کیفیت غذا بسیار خوب و خوشمزه بود ، سرگرمی داخل پروازی کامل ترین سرگرمی در بین ایرلاین ها را داشت و مانیتور های شخصی برای هر مسافر در جلوی صندلی وجود داشت و اصلا متوجه تیک آف و لندینگ نشدم چون خلبانان خیلی ماهری داشت و بسیار ایرلاین امنی است و توصیه می کنم برای کسانی که از هواپیما می ترسند چون بسیار عالی است و اصلا تکان ندارد خلاصه تجربه ی بسیار خوبی بود و برای تمام سفر ها از این ایرلاین استفاده می کنم ، با تشکر ",5,,2020-09-15 11:43:18.542866,2020-09-15 11:43:18.542866,1421051,1,t
1177,مانا,Qatar Airways,و به دنباله ی نظر قبلیم ناوگان قطر ایرویز زیر ۳ سال عمر دارند و واقعا مدرن هستند و تمامی هواپیما ها نو هستند و از این بابت نگرانی نداشته باشید ,5,,2020-09-15 11:45:16.854014,2020-09-15 11:45:16.854014,1421051,1,t
1178,نیکی,ata,دو ستاره اونم فقط بخاطر تیتاب با سادیسش,2,,2020-09-15 14:45:40.787621,2020-09-15 14:45:40.787621,1421221,1,t
1179,"",iran-air-tour,"",,,2020-09-16 18:16:07.723672,2020-09-16 18:16:07.723672,1422079,1,t
1180,"",ghasedak,عالی,,,2020-09-16 19:42:31.90942,2020-09-16 19:42:31.90942,1422819,2,t
1206,سمییه,caspian,واقعن پروازش دو زاری کادر پروازش با پارتی اومدن خلبان های ناشی بدترین شرکت هواپیمایی در ایران زیر صفر فقط خدا تا حالا باهاشون بوده وگرنه ماهی یه سقوط دارن,1,,2020-09-24 17:03:54.809227,2020-09-24 17:03:54.809227,1435022,1,t
1256,عبدالصمد,meraj,"",5,,2020-10-15 14:25:27.287595,2020-10-15 14:25:27.287595,1454926,1,t
1259,پی آر,varesh,تا الان با وارش سفر نداشتم ,,,2020-10-16 17:55:16.793636,2020-10-16 17:55:16.793636,1473424,1,t
1181,"",caspian,ما امروز با کاسپین از تهران به مشهد رفتیم ، همچیشون نسبتاً خوب بود ولی فقط ایراد خیلی بدی که داشت این بود که همه تو حلق هم بود و فاصله صندلی ها از هم خیلی کم بود و خیلی به آدم فشار می اومد و آدم اصلا راحت نیست و تو طول پرواز کلا با نشستن روی این صندلی های کوچک و تنگشون خیلی اذیت می شد مخصوصا الان تو شرایط کرونا که باید فاصله گذاری اجتماعی رعایت بشه . ولی در پیشنهاد نمی کنم چون رو صندلی های اصلا نمی شه نشست آدمداز کمردرد می میره .,1,,2020-09-17 18:37:52.13054,2020-09-17 18:37:52.13054,1406757,1,t
1182,ناشناس,hipotrip,شعور ندارن در کل,1,,2020-09-18 09:57:15.303163,2020-09-18 09:57:15.303163,1417431,2,t
1183,"",ata,در کل خوب بود ، راضی بودم ,3,,2020-09-18 16:58:18.843945,2020-09-18 16:58:18.843945,1406757,1,t
1184,ناشناس,ata,وای ترسیدم بخدا من برای یکشنبه۳۰شهریورگرفتم انشالا سالم برسم میگم نظراتمو اولین تجربه پروازمم هست,1,,2020-09-18 20:46:30.284506,2020-09-18 20:46:30.284506,1425635,1,t
1185,م,ata,هواپیماکهنه پرازمسافر بدون پذیرایی ودرمجموع یک پرواز نه چندان جالب,2,,2020-09-18 23:08:58.201052,2020-09-18 23:08:58.201052,1425791,1,t
1186,"",sepahan,افتضاح,1,,2020-09-19 06:15:11.612659,2020-09-19 06:15:11.612659,1406757,1,t
1187,علی ,ata,خدا را شکر بلیط رزرو نکردم البته خلبان خوب داشتن خوبه ولی کافی نیست در ضمن اگر مدیران آتا این پیامها را مطالعه میکنند اول مشکل تاخیر را حل کنند و بعد شروع کنند به بازرسی خدمات پرواز البته از ما گفتن بود بنده این نظرها که خوندم با گاری میرم ولی با این ایرلاین هرگز,1,,2020-09-19 06:47:08.260053,2020-09-19 06:47:08.260053,1426204,1,t
1188,ناسلاتنم,iran-air,سلام میشه از تجربه هاتون برای پرواز ایر تور بگید,,,2020-09-19 07:38:59.802548,2020-09-19 07:38:59.802548,1426245,1,t
1189,"",varesh,یک هواپیمایی عالیییییی.از کیش به مشهد و از مشهد به تهران پرواز داشتم.واقعا عالی بود.نکات بهداشتی کاملاا رعایت شده بود.ممنون از وارش.حتما سفر با این هواپیمایی رو توصیه می کنم,5,,2020-09-19 16:25:39.622862,2020-09-19 16:25:39.622862,1426762,1,t
1190,حامد اورمیه,iran-air,"",5,,2020-09-19 18:50:28.909754,2020-09-19 18:50:28.909754,1426927,1,t
1191,حامد اورمیه,iran-air,به نظر من با این امکانات داخلی و هواپیماهای مسن عملکردشون شاهکاره شاهکار باریکلا به شماها,5,,2020-09-19 18:51:17.825759,2020-09-19 18:51:17.825759,1426927,1,t
1192,مرتضی,sepehran,جدیدا به بهانه کرونا هیچ پذیرایی نداره و ماسک هم که قبلا میداد الان دزدیده,1,,2020-09-20 05:31:46.80029,2020-09-20 05:31:46.80029,1427342,1,t
1193,وحید,varesh,در مورد وارش خیلی از تکان‌های هواپیما گفته میشه که چون هواپیماهاش بویینگ 737هست و بنظرم از ایرباس ی کم ارتفاعش پایین تره فقط موقع فرود و در طی حرکت ی کم ارزش داره که مورد خاصی نیست...در کل بنظرم خلبان و مهمانداران با تجربه و ماهری داشتند و تمیزی هواپیما هم خوب بود,,,2020-09-20 14:03:05.837003,2020-09-20 14:03:05.837003,1427902,1,t
1194,"",varesh,"",5,,2020-09-20 14:05:42.090669,2020-09-20 14:05:42.090669,1427902,1,t
1195,"",safarestan,"",,,2020-09-20 14:32:07.482811,2020-09-20 14:32:07.482811,1340316,2,t
1196,مانا,varesh,"آقای A.R Javid  
این مسلمه که تمام هواپیما های شرکت های ایرانی کهنه و فرسوده هستند و ممکنه چند تایی خوب وجود داشته باشد 
تمام ناوگان های شرکت های اروپایی هر ۵ سال عوض می شوند و به بخش Cargo  انتقال پیدا می کنند ، شما هم اگر یک بار سوار ایرلاین هایی همچون ترکیش ، قطری و امارات و غیره بشید این نظر رو نمی دید 
من هم سوار ایرلاین های داخلی و هم سوار ایرلاین های خارجی شدم برای همین این نظر رو ثبت کردم ، و واقعا ایرلاین های داخلی ایران اصلا خوب نیستند به طوری که در sky trax بهشون هیچ ستاره ای تعلق نگرفته و not related هستند 
بنده هم در جریان هستم که بال های هواپیما به علت آیرودینامیک بودنشون باز و بسته و یا تکان می خورند و تکان های هواپیما هم به علت وجود  turbulence هست ولی این کهنه بودن هواپیما های ایرانی رو توجیه نمی کنه و اگر واقعا نظارت درستی وجود داشت این همه ایرلاین های مختلف درون ایران به وجود نمیومد و امیدوارم به قول خودتون قبل از نظر دادن اول بررسی کنیم بعد نظر بدیم 
خیلی ممنون

",,,2020-09-21 11:31:15.651049,2020-09-21 11:31:15.651049,1421051,1,t
1197,"",taban,"",,,2020-09-21 12:00:48.880096,2020-09-21 12:00:48.880096,1429557,1,t
1198,"",ghasedak,"",,,2020-09-21 12:16:30.397787,2020-09-21 12:16:30.397787,1429574,2,t
1199,من واسه دهم با این هواپیما پرواز دارم نمیدونم یه عده میگن خوبه یه عده هم -نظراتشون منفیه امید به خدا. برای همه ی مسافران دعا کنید به سلامت برسن,ata,"",,,2020-09-21 13:05:07.172239,2020-09-21 13:05:07.172239,1429627,1,t
1200,"",iran-air,سلام من در تاریخ 1399/4/11 یک سفراز تهران به مقصد مشهد با هواپیمای ایرباس300 این شرکت داشتم خیلی خوب بود هم ازنظر خوش برخوردی مهمانداران و هم از نظر پروازی اروم وماهرانه خلبان ,5,,2020-09-21 16:06:36.530973,2020-09-21 16:06:36.530973,1429818,1,t
1201,م,hipotrip,چ تجربه ای هر وقت زدیم پرواز تهران بغداد گفت موجود نیست ی ماه بعد هم موجود نیست ینی چی,,,2020-09-21 17:35:01.057557,2020-09-21 17:35:01.057557,1429915,2,t
1202,مانا,varesh,"آقای  A.R Javid هواپیمایی وارش هوایپمای بویینگ ۷۷۷ نداره ، ۷۳۷ داره که اونم Max نیست و ۷۷۷ Max نداره 
ایران ۷۷۷  سفارش داده بهش تحویل نمیدن ، وارش هم که دیگه مشخصه نداره و طول هواپیمای ۷۷۷ دو راهروئه کجا و طول ۷۳۷ کجا ",,,2020-09-21 19:29:22.467642,2020-09-21 19:29:22.467642,1421051,1,t
1203,علی,varesh,"سلام
من هفته بعد پرواز دارم ، سردرگم هستم
بالاخره خوبه یا بد؟",5,,2020-09-22 06:22:09.060676,2020-09-22 06:22:09.060676,1430561,1,t
1205,امیر حسین پالش ,safarestan,"",,,2020-09-23 16:19:20.845514,2020-09-23 16:19:20.845514,1433211,2,t
1208,"",ata,"",,,2020-09-25 12:27:02.793092,2020-09-25 12:27:02.793092,1436845,1,t
1209,"",ata,"",,,2020-09-25 12:27:58.897918,2020-09-25 12:27:58.897918,1436845,1,t
1210,"",ata,"",3,,2020-09-25 12:29:43.298841,2020-09-25 12:29:43.298841,1436845,1,t
1212,هادی شقاقی,zagros,سلام من با پرواز ۴۰۴۹ رفتم زاهدان کاپیتان احسان سعدی و کادر پرواز فوق العاده بودند مهارت خلبان و همچنین توضیح کامل مسیر توسط خلبان آرامش خاصی منتقل میکرد دوستانی  که راضی نبودند کاش یک بار با آسمان پرواز می کردند مخصوصا ۸۵۱ اسمان که تا سر حد مرگ میرسونه آدمو دوستان شرکت زاگرس خداقوت,5,,2020-09-26 01:04:05.281325,2020-09-26 01:04:05.281325,1437917,1,t
1213,"",mahan,"",5,,2020-09-26 17:19:23.927121,2020-09-26 17:19:23.927121,1439372,1,t
1214,فرزانه,zagros,"امروز اتفاقی با این صفحه برخورد کردم، متاسفانه مردم ما با ایرلاینهای داخلی امریکا و اروپا سفر نکردند و به ایرلاینهای ایرانی با همه مشکلاتشون مدام غر میزنند علیرغم اینکه من بارها بخاطر کارم مجبورم با ایرلاینهای مختلف پرواز کنم زاگرس یکی از ایرلاینهای مورد قبول بنده است هم کادر مودب مهماندار و هم خلبانهای ماهر، حال اگر کمی از هواشناسی ایران اطلاع داشتیم اینقدر همه تکانها رو به سر هواپیما و خلبان نمی انداختیم، سرویس دهی در اکثر پروازهای داخلی دنیا مرسوم نیست و مهماندار برای موارد اضطراری در هواپیما حضور دارد نه صرفا پذیرایی
در کل من همیشه خوشبختانه راضی با این ایرلاین سفر کردم، دستمریزاد",3,,2020-09-27 18:41:00.482964,2020-09-27 18:41:00.482964,1441652,1,t
1215,رضا افشار,caspian,تاخیر زیاد داشت.پرواز اصلا خوب نبود افتضاح بود.برخورد با مسافر اصلا خوب نبود.دیگه از این ایرلاین بلیط نمیگیرم,,,2020-09-27 23:27:30.748562,2020-09-27 23:27:30.748562,1442222,1,t
1216,"",ghasedak,"",,,2020-09-28 11:02:37.525222,2020-09-28 11:02:37.525222,1442019,2,t
1217,ناشناس,aseman,اینترنت میگه قراره FOKR۱۰۰روازرده خارج کنه راس میگه؟؟؟؟؟ 🤔 🤔 🤔 🤔 🤔 ,5,,2020-09-28 14:40:26.371638,2020-09-28 14:40:26.371638,1398238,1,t
1218,"",ghasedak,"",,,2020-09-29 15:56:40.310664,2020-09-29 15:56:40.310664,1446385,2,t
1219,علی فیض الهی ,ata,یا علی و اولادش عجب غلطی کردم برای اصفهان بلیط گرفتم خدایا ۳ ، ۳ بار به ۹ بار غلط کردم,,,2020-09-30 03:26:43.135462,2020-09-30 03:26:43.135462,1447360,1,t
1220,نگار,meraj,"عالى عالى عالى
من اصلا واسم پذيرايي مهم نيست فقط و فقط امنيت پرواز...تو يكسال ٣٤ بار پرواز داشتم تا الان بهترين و با امنيت ترين پروازي بود كه داشتم ...بدون يك ذره تكون...",5,,2020-09-30 17:29:38.354029,2020-09-30 17:29:38.354029,1448532,1,t
1222,رامتین کریمی زاده,varesh,سلام لطفا با من تماس بگیرید این مهمان دار های آبرو شرکت وارش رو بردن جیف هستش که شرکت خوبی مثل وارش از خدمه نا مناشب استفاده کنه من شکایت دارم از خدمه پرواز داد زدن سر مسافر و رفتار بد با مسافر نه یک مسافر چند مسافر خدایی حیف شرکت وارش هستش که از این خدمه استفاده کنه به نظر من انتقاد کردن از شرکت باعث تکرار نشدن این رفتار زشت و پیشرفت کردن هستش اگر مدیر شرکت وارش از نظر دادن ناراحت نشه ,1,,2020-10-01 00:58:21.962924,2020-10-01 00:58:21.962924,1449080,1,t
1223,"",Lufthansa,بسیار عالیه . ,5,,2020-10-01 07:41:16.845749,2020-10-01 07:41:16.845749,1406757,1,t
1224,حسین غلامی,ata,از پذیرایی کیک تاریخ گذشته و فاسد در پرواز اصفهان کیش گله و شکایت دارم,1,,2020-10-01 09:08:18.498583,2020-10-01 09:08:18.498583,1449815,1,t
1225,"",ghasedak,"",,,2020-10-02 16:09:17.257567,2020-10-02 16:09:17.257567,1404836,2,t
1226,امین,iran-air,سلام. من تازگی از مشهد به شهرمون با هواپیمایی ایران ایر سفر داشتم. فقط آب معدنی دادن. نهار ندادن. از ساعت ۱۰ تا ۱۲ تو فرودگاه بودیم خوراکی نبورده بودیم فکر کردیم نهارمیدن نا مردا هیچ پذیرایی درکار نبود.,1,,2020-10-02 18:47:02.660144,2020-10-02 18:47:02.660144,1452176,1,t
1227,امیرمهدی,qeshm-air,سلام من یک بار سوار هواپیما قشم ایر شدم تهران به قشم ما ساعت ۷ نیم شب پرواز داشتیم ما ساعت شش تو فرودگاه بودیم اینا مارو ساعت ۹ریوار کردن و اتئلاف هم ساعت ۱۰ انجام شد خیلی بد اصلا راضی نبودم ولی مهمانداراش خوب بودن,1,,2020-10-03 12:28:00.703137,2020-10-03 12:28:00.703137,1412449,1,t
1228,"",ata,من همون یونس هستم که بالا نوشته بودم الان تو آنتالیا هستم از آتا خیلی راضی هستم هم جوجه کباب دادن بهترین شرکت کیرم دهن اونایی که بد گفتن هم وطن ها اونایی که گفتن شرکت آتا بده همتونو کردم کس کش ها من صاحب دیسکو دارک انجیل تو آنتالیا هستم کسی حرفی داره بیاد کونش بذارم بهترین آتا کیرم تو همتون کس کشهای بی شرف که مال شرکت‌های بقیه هستین ,,,2020-10-04 16:51:06.39757,2020-10-04 17:00:08.835726,1454754,1,f
1221,رامتین,varesh,سلام من یکی از مشتری های پرواز های وارش هستم حدعقل در ماه ۴یا پنج سفر با هواپیمایی وارش انجام میدم دیشب برای اولین بار بود که که از خدمه پرواز نارضی بودم از سر مهمان دار و مهمان دار های خانوم وقعا هواپیمایی وارش رو بردن زیر سوال تعجب کرده بودم نه تنها با من با مهمان های های دیگر داد میزدن سر مسافر ها لطفا با من تماس بگیرید خدای حیف هستش که ابن مهمان دار ها هواپیمایی وارش رو ببرن زیر سوال ۰۹۱۲۰۸۷۶۳۶۹ رامتین کریمی زاده شماره ملی ۳۲۴۰۳۲۲۷۶۵,1,,2020-10-01 00:45:18.024754,2020-10-04 17:00:28.343179,1449080,1,f
1229,عبدالصمد,meraj,"",5,,2020-10-04 18:50:59.469877,2020-10-04 18:50:59.469877,1454926,1,t
1230,عبدالصمد,meraj,یک پرواز داشتم از چابهار به گرگان ۲ساعت تو را بودیم,1,,2020-10-04 18:52:58.736507,2020-10-04 18:52:58.736507,1454926,1,t
1231,سلمان,aseman,"پرواز مشهد به شیراز سیزده مهر 99 اول که پرواز نقص فنی داشت بعد از چهل دقیقه دوباره برگشت مشهد بعد از سه ساعت گفتن بیاین سوار شید بعد از رسیدن به شیراز 20 دقیقه الاف شدیم تو پرواز که اتوبوس ندارن!
فوق‌العاده افتضاح",1,,2020-10-04 20:22:07.213391,2020-10-04 20:22:07.213391,1455056,1,t
1257,عبدالصمد,aseman,از اسمان زیاد راضی نیستم از پزیرایش ,1,,2020-10-15 14:27:10.687823,2020-10-15 14:27:10.687823,1454926,1,t
1232,آوا,mahan,والا همه ایرلاین ها در یک سطح هستند ، ولی ماهان از همشون بهتره و هزینه اش هم بالاتره و نسبت به ایرلاین های دیگه امنیت و کیفیت بالاتری داره . من با ماهان به دبی سفر کردم و راضی بودم در سفر های داخلی هم باهاش زیاد می رم . ,5,,2020-10-05 12:13:00.152786,2020-10-05 12:13:00.152786,1406757,1,t
1233,اسم من مهم نیست ,mahan,دیوسای پفیوزبه فکرملت و مملکت نیستن که همش به فکرپولن  همین ماهان بود که باعث شدهرروزتعدادزیادی آدم توسط کرونا بمیره  ,,,2020-10-05 17:57:39.857689,2020-10-05 18:12:45.648511,1194434,1,f
1234,اکبر,ata,سر وقت پرواز انجام شد در ایام کرونا پذیرایی انجام نشد و برگشت هم سر وقت پرواز انجام شدخلبان شورشی مسلط به پرواز بود یک آب معدنی کوچک هم دادند در برابر پرواز های کشورهای همسایه کمی فاصله داریم.,3,,2020-10-06 17:15:26.539557,2020-10-06 17:15:26.539557,1457532,1,t
1235,محمد جواد زاهدی,mahan,"سلام امروز ۱۵//۷/۹۹ با پرواز مشهد به کرمان سفر کردیم  برخلاف تمام پرواز های که با ماهان داشته ام این پرواز خیلی بد بود و اکسیژن هوا بسیار کم بود دچار سردرد و سرگیچه شدیم 
با تشکر ",1,,2020-10-06 18:27:56.35528,2020-10-06 18:27:56.35528,1457659,1,t
1236,شادی,iran-air,افتضاح چمدون رو تو فرودگاه مبدأ جا گذاشتن ,1,,2020-10-07 11:10:13.343462,2020-10-07 11:10:13.343462,1449893,1,t
1237,سجاد,kish-air,کیش با اینکه هواپیماهاش قدیمی هست اما با اختلاف از دیگر رقبا بالاتره.کابین تمیز بود،خلبان حرفه،کترینگ هم بدک نبود.دوستاره کن دادم یکی بخاطر رفتار نامناسب مهمانداران و یکی کترینگ ساده(اب میوه و کیک ),4,,2020-10-07 12:57:34.892294,2020-10-07 12:57:34.892294,1458985,1,t
1238,محمد رضوانی ,caspian,"سلام و عرض ادب 
پرواز تهران به مشهد داشتیم که با تایپ هواپیمایی بوینگ ۷۳۷ سری ۵۰۰ انجام شدو از هر نظر عالی و بدون نقص بود ",5,,2020-10-07 23:17:31.416478,2020-10-07 23:17:31.416478,1459537,1,t
1239,ناشناس,iran-air,اقاي امين كه ميگي ناهار نمي دن توي پرتوكل ها باشرايطي كه روزي ٢٤٠نفر فوت ميكنه چه جوري انتظارداري همچين كاري بكنن واقعا متاسفم من توي فرودگاه باترس ميشينم بااينكه صندلي هارو ضدعفوني ميكنم.نظرم درباره پرواز ايران اير اينكه يكي از بهترين ايرالاين هاي ايران و فاصله اجتماعي رو رعايت ميكنن و نوع پرواز (بلند شدن و نشستن)عالي بود و برخورد مهمانداران فوق العاده عالي بود.  ,5,,2020-10-08 06:29:48.893249,2020-10-08 06:29:48.893249,1331918,1,t
1240,"",hesa,"",,,2020-10-10 13:37:03.101576,2020-10-10 13:37:03.101576,1463265,1,t
1241,پرنیان,zagros,ترخدا نگید،من تو این هفته با این هواپیما سفر دارم,,,2020-10-10 19:43:38.54326,2020-10-10 19:43:38.54326,1463773,1,t
1242,فاطمه,meraj,پرواز معراج پرواز بسيار خوبي ولي خيلي مسافر گرفته بود حتي صندلي هاي امينت پرواز رو داده بود ولي در كل خوب بود,5,,2020-10-10 19:45:25.151853,2020-10-10 19:45:25.151853,1331918,1,t
1243,عاطفه,zagros,"امروز از کیش اومدم اصفهان 
افتضاح بود انقدر هواپیما بد نشست ک حالت تهوع و سردرد شدید گرفتم",,,2020-10-10 20:10:08.890427,2020-10-10 20:10:08.890427,1463804,1,t
1244,"",ghasedak,"",,,2020-10-11 00:11:06.115928,2020-10-11 00:11:06.115928,1464037,2,t
1245,امیر علی رودسرابی ,varesh,با همسرم ماه عسل پرواز رفت برگشت به مشهد با هواپیمایی وارش سفر کردیم همه چی عالی بود از خلبان تا مهماندار...ممنون,5,,2020-10-11 07:11:48.27623,2020-10-11 07:11:48.27623,1464410,1,t
1246,"",meraj,"",,,2020-10-11 09:16:56.799439,2020-10-11 09:16:56.799439,1464541,1,t
1247,فاطمه ,iran-air,سلام پرواز هاي بسيار خوبي بود مخصوصا كه پرواز هاي برجام بود كه ميشد پرواز A319پرواز هاي A300هم فوق العاده عالي بودن,5,,2020-10-11 14:34:57.504371,2020-10-11 14:34:57.504371,1331918,1,t
1248,"",zagros,مثل همه ایرلاین ها هواپیماها قدیمی هستن ولی کادر پرواز و خصوصأ خلبانان خوبی دارن ,,,2020-10-13 03:24:05.848313,2020-10-13 03:24:05.848313,1467643,1,t
1249,"",flightio,"ما قبلا خیلی از این سایت خریداری می کردسم و‌ به همه پیشنهاد می دادیم ولی از این به بعد هرگز از این سایت خریداری نمی کنیم
ما بلیط سفر به کیش خریداری کردیم و‌متوجه شدیم که همسرم کروناش مثبت هست و‌ما درخواست کنسلی دادیم با وجود این شرایط این سایت ۶۰٪ بلیط رفت و ۳۰٪ هزینه بلیط برگشت رو از ما کم کرد و وقتی ما گفتیم یعنی حاضرید یک بیمار با شرایط کرونا با هواپیماتون سفر کنه ولی پول از دست ندید گفتند ما هیچ قانونی نسبت به این شرایط نداریم
این هم کلاهبرداری به حساب می آید و هم نشون می ده اینا اصلا واسه جون مردم ارزش قایل نیستند  فقط پول براشون مهمه
خیلی مواظب باشید و‌ار این سایتها خریداری نکنید (پرواز رفت کیش ایر و‌برگشت ماهان بود)",2,,2020-10-13 04:48:16.386366,2020-10-13 04:48:16.386366,1467722,2,t
1250,علی,mahan,نابود ایرباس ۳۰۰ بود ولی ارتفاع که کم میکرد انگار سقوط میکرد ۱ ستاره زیادشه,1,,2020-10-13 05:17:32.515892,2020-10-13 05:17:32.515892,1467757,1,t
1251,بدتر این شرکت ,qeshm-air,مخصوصا آقای محمدی مسول قشم ایر فرودگاه اصفهان..بسیار بی ادب,1,,2020-10-13 11:13:04.185126,2020-10-13 11:13:04.185126,1468153,1,t
1252,"",flightio,"",,,2020-10-13 13:06:06.861332,2020-10-13 13:06:06.861332,1468264,2,t
1253,سجاد,qeshm-air,"یکساعت تاخیر الکی داشت و من رو یک ساعت دیر سر قرارم از مشهد ب تهران رسوند.دو ستاره دادم ک اولی برخورد خوبی مهماندارا و پرواز خوب کپتن پرواز مرادیان عزیز.۳ امتیاز کم کردم چون ب ۳ علت:۱تاخیر۲کمبود فضا(rj100)
۳کترینگ یخزده و ب شدت افتضاح
",2,,2020-10-13 19:21:18.166106,2020-10-13 19:21:18.166106,1458985,1,t
1254,"",caspian,"",2,,2020-10-14 06:52:49.196571,2020-10-14 06:52:49.196571,1469175,1,t
1255,حنانه ,taban,چه جالبه که توی اون همه کامنت فقط یک نفر خوب نوشته... یه حسی میگه کار خودشونه... چون تجربه‌ی منم مثل بقیه‌ی دوستان افتضاح بود... اگه برای جون و مال و وقت خودتون ارزش قائلید اصل سمت این ایرلاین نرید. ,,,2020-10-14 12:44:34.730817,2020-10-14 12:44:34.730817,1026038,1,t
