id,author,page,text,rate,reply_to,created_at,updated_at,user_id,category,published
1,آرش,zagros,ایرلاین خوبیه. برخورد مهمانداران هم خوب بود. غذاشون ولی خیلی کمه.,3,,2017-10-12 09:15:31.245207,2017-10-12 09:15:31.245207,,0,t
2,"",kish-air,"",3,,2017-10-12 09:15:57.946187,2017-10-12 09:15:57.946187,,0,t
3,Ali,kish-air,هواپیماهای خوبی داره. با اینکه بویینگ ام دی هستن ولی آدم احساس امنیت میکنه. مهماندارها خیلی خوش برخورد هستن.,5,,2017-10-12 09:16:55.483275,2017-10-12 09:16:55.483275,,0,t
4,"",taban,"",3,,2017-10-12 10:27:00.683174,2017-10-12 10:27:00.683174,,0,t
5,علی اخوان,sepehran,یک سفر تهران به مشهد رفتم و خوب بود. هواپیمای تمیزی دارن و سر وقت پرواز کردن. من راضی بودم. ,4,,2017-10-12 19:18:33.353009,2017-10-12 19:18:33.353009,,0,t
6,جواد,iran-air,من 5 بار با ایران ایر مسافرت کردم. تاخیر های طولانی داره ولی خیالتون بابت امنیت و برخورد مهماندار و پذایرایی و هواپیما و خلاصه همه چیزشون راحت باشه...,5,,2017-10-13 20:28:05.15085,2017-10-13 20:28:05.15085,,0,t
7,lotfalian,taban,من 3بار با تابان مسافرت داشتم وهرسه مورد هم بسيار ناراضي بودم دوبار باتاخير٣ساعته و٦ساعته مواجه شدم وبار اخر هم كه يكربع به پرواز رسيدم وبااينكه پرواز با ٤٠دقيقه تاخير پرواز كرد و ازداخل فرودگاه به انها اطلاع دادند كه مرا بفرستند چون بليط مرا پاي پرواز به كس ديگري فروخته بودند گفتند كه تمام صندلي ها پر است وبه من اجازه پرواز ندادند ومن انشب ٩٠٠٠٠٠ هزارتومان دادم وباپرواز اسمان رفتم خدا از صاحبان اين شركت نگذرد كه اين هزينه را به من تحميل كردند درصورتيكه وقتي تاخير داشتند هيچ خسارتي را به مسافرانشان نميدهند من كه حلال نميكنم,1,,2017-10-13 20:28:52.456685,2017-10-13 20:28:52.456685,,0,t
8,somy,taban,سلام لطفا به هیچ عنوان باشرکتهای هواپیمایی که حقوق مسافرحتی حقوق انسانی رارعایت نمیکنندمسافرت نکنید مادرسفری به مشهدبلیط رفت وبرگشت ازشرکت تابان گرفتیم بلیط گران،هواپیمای کاملا ازرده خارج شده ،غذاهایی که فاسدبود وقابل خوردن نبود که بعدازدادن غذابه مهماندار وگوشتزد کردن خرابی ساندویچ کالباس وگوجه هایش ،مهماندارهیچ حرفی نزد گویا این موضوع بارها تکرارشده واین شرکت نیازی به رفع ایرادهای خودندارد شاید لیاقت مردم ایران میدانند واقعا باعث تاسف بود ماتااخرپروازگرسنه بودیم وهیچ کس حتی نیامد بپرسدداستان چیست,1,,2017-10-13 20:29:21.392512,2017-10-13 20:29:21.392512,,0,t
9,امیرحسین,zagros,10 شهریور 96 با زاگرس از مشهد اومدم تهران.از یکساعت تاخیر که جزو آپشن های شرکت زاگرس شده بگذریم خدمه پرواز بد اخلاق ( کلا لبخند به چهره ندارن) پرواز ما عصر بود و با حدود 300 هزار تومانی که برای بلیط دادم پذیرایی واقعا افتضاح بود.( 1 عدد آبمیوه + کیک + 1بسته بادام زمینی که 70 درصدش هوا بود + 1عدد کاکائو + 1عدد لیوان آب هم بود که تعارف نمیکردن اگر تشنه ات بود باید میگفتی که بهت بدن),2,,2017-10-13 20:30:05.521982,2017-10-13 20:30:05.521982,,0,t
10,amir,sepehran,سلام بنده هفته سه مرتبه پرواز دارم .اول با سپهران .فوق العادست .بعد ایرباس ماهان بعد ایرباس قشم اگر جانتون دوست دارید بقیه ایرلاین به هیچ وج سوار نشید,4,,2017-10-13 20:31:27.872828,2017-10-13 20:31:27.872828,,0,t
11,farsad,zagros,دوستان عزیز اگر قصد سفر دارید به هیچ عنوان شرکت هواپیمایی زاگرس رو انتخاب نکنید از هر لحاظ (برخوردمهماندار ،تیک اف،لندینگ،نحوه پذیرایی،تاخیر در پرواز و عدم اعلام تاخیر .....) بد و افتضاح هستش,2,,2017-10-13 20:32:36.948855,2017-10-13 20:32:36.948855,,0,t
12,"",meraj,"به نظرم معراج بهترین ایرلاین هست در ایران .هم کادر مهمانداری بسیار عالی و هم خلبان خیلی خوب در طول مسیر جزئیات را میگفت .هواپیما هم ایرباس خوب بود.
هواپیمایی ماهان ، پرواز 1030 از مشهد به تهران ، بلیط ایرباس میفروشه، اما BA سوار میشی.واقعا متاسفم که فقط دارند مردم را گول میزنند",3,,2017-10-13 20:33:23.380415,2017-10-13 20:33:23.380415,,0,t
13,"",kish-air,"",4,,2017-10-14 07:24:20.35367,2017-10-14 07:24:20.35367,,0,t
14,"",qeshm-air,"",5,,2017-10-16 12:29:28.116203,2017-10-16 12:29:28.116203,,0,t
15,فرزاد,qeshm-air,مهمانداران بسیار خوش اخلاقی داره. هواپیماشم خوبه.,5,,2017-10-16 12:30:57.218643,2017-10-16 12:30:57.218643,,0,t
16,"",ata,"",4,,2017-10-16 12:36:47.080874,2017-10-16 12:36:47.080874,,0,t
17,"",caspian,"",2,,2017-10-16 12:37:01.202838,2017-10-16 12:37:01.202838,,0,t
18,علی دیشیدی,mahan,ماهان بهترین خط هوایی ایرانه. هواپیماهای نو و پذیرایی خوب. معمولا تاخیر هم کم داره.,5,,2017-10-16 13:00:37.041866,2017-10-16 13:00:37.041866,,0,t
19,"",caspian,"",1,,2017-10-18 14:01:36.846201,2017-10-18 14:01:36.846201,,0,t
20,غزل,kish-air,خلباناش حرفه ای هستند. ,3,,2017-10-24 15:35:32.410728,2017-10-24 15:35:32.410728,,0,t
21,"",aseman,"",5,,2017-10-28 08:33:22.064812,2017-10-28 08:33:22.064812,,0,t
23,فرزان قاسمی,iran-air,همیشه بلیط‌های ایران ایر گرونتر از باقی ایرلاین‌هاست. معلوم نست چرا. هواپیما جدیدهاش هم که بعضیا تو خط های داخلی پرواز میکنند.,3,,2017-11-07 13:56:34.412392,2017-11-07 13:56:34.412392,,0,t
24,غزل,zagros,همیشه سرویس بدی داره و آخرش آدم رو به این نتیجه می رسونه که اشتباه کرده باز!,1,,2017-11-08 08:56:57.755611,2017-11-08 08:56:57.755611,,0,t
25,نازلی,sepahan,یکبار از تهران به شیراز باهاش رفتم و خیلی خوب بود. توقع نداشتم با توجه به این که اسمش رو نشنیده بودم تا به حال این قدر خوب و حرفه ای باشن.,4,,2017-11-08 08:59:01.003903,2017-11-08 08:59:01.003903,,0,t
26,Ali,ata,پرواز بیشتراز ۲ ساعت تاخیر داشت، درخواست دادیم پول رو پس بدن چون کنسل کردیم,1,,2017-11-22 15:32:12.001985,2017-11-22 15:32:12.001985,,0,t
27,"",Turkish Airlines,"",5,,2017-11-30 20:01:16.145412,2017-11-30 20:01:16.145412,,0,t
33,علی,ata,بدترین تجربه‌های کل پروازهای عمرم با آتا بوده از بین همه ایرلاین های خارجی و داخلی!,1,,2017-12-15 07:34:28.516808,2017-12-15 07:34:28.516808,,0,t
123,"",safarestan,"",5,,2018-05-07 09:05:24.04363,2018-05-07 09:05:24.04363,21292,2,t
34,speide alizade,iran-air-tour,هواپیماهاشون صندلی های به هم چسبیده داره و آدم احساس امنیت نمیکنه اصلا.,1,,2017-12-23 10:52:48.758585,2017-12-23 10:52:48.758585,,0,t
35,"",iran-air,"",2,,2017-12-23 20:43:46.946875,2017-12-23 20:43:46.946875,,0,t
36,"",zagros,"",4,,2017-12-29 18:50:42.545041,2017-12-29 18:50:42.545041,,0,t
38,"",iran-air,عالییی,,,2017-12-30 22:45:10.645673,2017-12-30 22:45:10.645673,,0,t
39,"",iran-air,"",1,,2018-01-12 05:04:09.500625,2018-01-12 05:04:09.500625,,0,t
40,زنجانی,qeshm-air,بهترین خطوط هوایی. متعلق به عموزاده ما بود که ازش گرفتن,5,,2018-01-17 20:09:14.903175,2018-01-17 20:09:14.903175,,0,t
41,ساشا,ata,عالی,5,,2018-01-21 22:22:08.724115,2018-01-21 22:22:08.724115,,0,t
42,سارا,taban,فقط میشه گفت سفر نکنید ....,1,,2018-01-21 22:50:01.437346,2018-01-21 22:50:01.437346,,0,t
43,علي اكبري,caspian,"",4,,2018-01-24 07:01:36.278879,2018-01-24 07:01:36.278879,,0,t
45,علي اكبري,caspian,اصفهان به مشهد اومدم خيلي توجه و رسيدگي داشتن,4,,2018-01-24 07:03:09.493899,2018-01-24 07:03:09.493899,,0,t
47,وفا پورعلوانی,sepehran,بسیار عالی و خوش برخورد ,5,,2018-01-27 19:40:22.747852,2018-01-27 19:40:22.747852,,0,t
48,"",zagros,"",1,,2018-01-29 08:26:08.78209,2018-01-29 08:26:08.78209,,0,t
49,"",aseman,"",3,,2018-01-29 08:27:14.400836,2018-01-29 08:27:14.400836,,0,t
50,"",iran-air,"",4,,2018-01-29 08:28:38.815631,2018-01-29 08:28:38.815631,,0,t
51,محمد ترکیان فر,qeshm-air,راضی نبودم زیاد خوب نبود,1,,2018-02-17 12:46:21.952532,2018-02-17 12:46:21.952532,,0,t
52,آذین,zagros,هواپیماهاش بد و قدیمی، تاخیر زیاد، بی مسئولیت در قبال مسافر. شرکت های فروش بلیط های چارتریش هم بسیار سوء استفاده گر. بعضی ایرلاین ها فقط برای اضطرار هستند که تو همون اضطرار هم آدم رو پشیمون می کنند از انتخابشون.,1,,2018-02-19 10:53:35.186466,2018-02-19 10:53:35.186466,,0,t
53,آذین,iran-air,نام و اعتبار خودش و احترام به مسافراش رو در اولویت قرار میده. و خوب قطعا نتیجه اش هم بهتر از بقیه ایرلاین ها هست.,5,,2018-02-19 11:31:26.501,2018-02-19 11:31:26.501,,0,t
54,,Emirates,عالییییییی,5,,2018-02-28 20:29:52.540267,2018-03-01 11:26:12.470363,,0,t
55,محمد,ata,"با آتا بدترین پرواز و خدمات رو دیدم،از اهواز تا تهران ،حدود 4ساعت تأخیر
بدترین پذیرایی ممکن
میهمانداران خشک و عبوس
و لحظه فرود روده ام اومد توی حلقه ام با اون تکانه های شدید
",1,,2018-03-04 07:11:53.863363,2018-03-04 07:11:53.863363,,0,t
56,محمد,iran-air,"دو سفر خارج از کشور با ایران ایر داشتم واقعا میشه گفت خیلی خوب بود
بر خورد مناسب مهمانداران و کیفیت غذای مطلوب و مهمتراز همه بدون یک دقیقه تأخیر پرواز داشتیم",3,,2018-03-04 07:29:53.115136,2018-03-04 07:29:53.115136,,0,t
58,رضا غلامی,kish-air,تجربه خوبی بود. متاسفانه تاخیر ولی زیاد داشت. پذیرایی‌شون هم بدکی نبود.,4,,2018-03-05 21:33:33.962474,2018-03-05 21:33:33.962474,,0,t
22,یاسر,taban,یه sms حداقل چیزیه که وقتی پروازتون تاخیر داره میتونین بزنین,1,,2017-10-30 07:56:06.268294,2018-03-06 00:56:28.19174,,0,t
59,"",qeshm-air,هواپیماهای بویینگ ام دی این ایرلاین بهتر از زاگرس و کیشه. پرواز خارجی به استانبول ولی تاخیرهای طولانی داره. ,,,2018-03-06 01:11:18.704172,2018-03-06 01:11:18.704172,,0,t
60,"",iran-air-tour,"",,,2018-03-06 09:36:26.833867,2018-03-06 09:36:26.833867,,0,t
61,Payam ,aseman,خیلی خوبه اگه میشه پرواز هواپیما آسمان تاخیر نداشته باشد ,5,,2018-03-10 18:51:17.930349,2018-03-10 18:51:17.930349,,0,t
62,"",iran-air,"",5,,2018-03-11 09:05:23.907013,2018-03-11 09:05:23.907013,,0,t
63,Payam ,iran-air,من تابستان 93 از ارومیه به تهران سفرکردیم هواپیمای ایران ایرفقط 20 دقیقه تاخیر داشت اگه میشه تاخیر نداشته باشد,5,,2018-03-11 10:37:17.7613,2018-03-11 10:37:17.7613,,0,t
64,PayaM ,iran-air,خوبه تاخیر نداشته باشه,,,2018-03-11 10:40:04.266665,2018-03-11 10:40:04.266665,,0,t
65,Payam ,ata,تاخیر خیلی داره ,,,2018-03-12 20:49:17.313731,2018-03-12 20:49:17.313731,,0,t
66,علی,zoraq,خرید راحت و خوبی بود. مشکلی برام پیش نیومد.,5,,2018-03-13 22:19:08.112765,2018-03-13 22:19:08.112765,,0,t
67,"",zoraq,"",,,2018-03-14 15:05:58.944469,2018-03-14 15:05:58.944469,,0,t
68,بنفشه اخوان,zoraq,"هفته پیش قصد تهیه بلیط داشتم به مقصد استانبول، خرید انجام شد اما فرایند خرید تکمیل نشد.پشتیبانی این آژانس گفتند دو پرواز با دو ساعت متفاوت از قشم ایر وجود داشته و من باید ساعت دوم رو انتخاب می کردم(دلیل این مشکل!) . از من شماره کارت گرفتند و مبلغ پرداخت شده به من برگردانده شد اما من مجددا اقدام به خرید از این سایت نکردم.
",1,,2018-03-14 15:39:30.750769,2018-03-14 15:39:30.750769,,0,t
69,هلیا ثامنی,hipotrip,من یه بلیط از هیپوتریپ خریدم نه اس‌ام‌اسی زدن بهم و‌ نه ایمیل. تو سایتشونم شماره موبایلا که نوشته بودن اصلا بوق‌نمی‌خورد. فردا صبح زنگ زدم جواب دادن اسم مسافر، مقصد، شماره موبایل همه چی رو پرسید، یعنی فک کنم یه سیستم ندارن سرچ کنن دستی نوشت همه رو گفت بعد بهتون زنگ می‌زنیم. در کل پشتیبانی خوبی نداشت اصلا.,1,,2018-03-14 18:44:24.83592,2018-03-14 18:44:24.83592,,0,t
70,حامد,iranhrc,خوب بود,3,,2018-03-15 19:37:46.896833,2018-03-15 19:37:46.896833,,0,t
72,جواد,iranhrc,"",3,,2018-03-18 21:08:31.161369,2018-03-18 21:08:31.161369,,0,t
74,حسن,mahan,"",2,,2018-03-25 12:27:24.775814,2018-03-25 12:27:24.775814,,0,t
75,فرزاد کاویانی ,flytoday,"",5,,2018-03-25 23:19:57.691554,2018-03-25 23:19:57.691554,,0,t
76,"",zoraq,"",,,2018-03-25 23:20:43.891422,2018-03-25 23:20:43.891422,,0,t
77,ستاره تهرانی,hipotrip,از این سایت ۲۹ اسفند خرید داشتم با اینکه سال تحویل بود باز پشتیبانی داشتند و حتی پروازم تا خیر خورد زنگ زدند اطلاع دادند به نظر من پشتیبانیشون عالیه قیمت هم که از بقیه ارزون تر بود ,5,,2018-03-26 15:05:55.914404,2018-03-26 15:05:55.914404,,0,t
78,"",hipotrip,"",4,,2018-03-26 15:28:53.855414,2018-03-26 15:28:53.855414,,0,t
79,"",hipotrip,"",5,,2018-03-26 16:33:23.178576,2018-03-26 16:33:23.178576,,0,t
80,ALIREZA,hipotrip,قیمت هاشون از بقیه جاها پایین تره .,4,,2018-03-27 06:12:18.72214,2018-03-27 06:12:18.72214,,0,t
121,جواد ,zagros,"سلام پرواز ۲۱۴۵از مشهد به بوشهر داشت همه رو به کشتن میداد 

",1,,2018-05-02 05:33:14.566046,2018-05-02 05:33:14.566046,17875,1,t
122,"",iranhrc,"",,,2018-05-04 10:49:16.158276,2018-05-04 10:49:16.158276,14155,2,t
